,Date,Time,Elat,Elon,Dep,Tag,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,y
6227,2020-06-16,17:12:30.48,39.413,-110.347,-2.5,mis,,,,,,,,,,,,,,2
2534,2017-08-14,00:56:28.64,40.987,-110.854,14.5,eq,0.18,,,,,,,,,,,,,1
1452,2015-06-08,18:00:29.21,41.143,-112.918,-1.5,ex,0.07,0.51,0.41,-89.3,-81.7,14.22,14.49,-0.1,-0.07,0.1,,,0.74,0
5573,2020-04-14,23:02:10.12,40.735,-112.029,4.0,eq,,,,,,,,,,,,,,1
6726,2020-11-21,03:11:13.54,37.57,-113.032,10.1,eq,-0.08,0.36,0.47,-95.2,-121.6,15.73,14.5,,-0.14,-0.15,-0.13,,-0.33,1
6387,2020-07-15,11:57:28.95,40.729,-112.069,8.4,eq,,,,,,,,,,,,,,1
5119,2020-03-24,20:10:10.59,40.748,-112.066,7.6,eq,0.17,,,,,,,,,,,,,1
297,2013-03-28,15:27:42.45,37.438,-113.117,10.5,eq,,,,,,,,,,,,,,1
8661,2022-07-01,00:36:50.95,39.428,-110.3,-1.6,mis,-0.43,-0.03,0.09,-105.3,-156.2,13.29,12.66,0.01,0.31,0.02,,,0.51,2
1792,2016-02-23,09:54:28.57,39.398,-111.906,15.0,eq,0.14,0.54,0.47,-111.8,-131.3,15.98,14.58,-0.05,-0.02,-0.03,0.04,-0.09,0.01,1
8780,2022-07-20,17:23:13.78,39.443,-110.319,-2.1,mis,,,,,,,,,,,,,,2
3921,2020-03-18,15:29:38.37,40.732,-112.077,9.2,eq,-0.22,,,,,,,,,,,,,1
7158,2021-06-23,20:51:21.30,40.728,-112.052,7.9,eq,,,,,,,,,,,,,,1
8687,2022-07-06,18:06:38.16,39.428,-110.304,-1.4,mis,-0.41,0.27,0.13,-85.4,-127.2,13.48,13.27,,,,,,,2
6551,2020-08-27,14:26:01.57,39.389,-111.922,14.0,eq,0.16,,0.66,,-122.3,,14.82,,,,,,-0.34,1
575,2013-10-02,21:15:14.91,39.538,-112.197,-2.0,ex,-0.09,-0.06,0.15,-82.2,-88.7,14.3,12.54,0.1,0.14,0.16,0.04,0.26,0.29,0
1220,2014-11-18,18:39:00.17,41.024,-111.645,7.0,eq,-0.04,,0.8,,-85.7,,13.87,,,,,,,1
5212,2020-03-27,18:45:10.65,40.76,-112.077,10.2,eq,,,,,,,,,,,,,,1
4579,2020-03-19,16:12:25.68,40.757,-112.049,9.4,eq,0.1,0.69,0.73,-108.6,-123.6,16.69,15.52,,0.02,-0.1,0.02,,-0.28,1
8814,2022-07-27,21:17:54.80,39.435,-110.331,-1.2,mis,0.15,,,,,,,,,,,,,2
6447,2020-07-24,19:00:16.21,39.412,-110.309,-1.5,mis,,,,,,,,,,,,,,2
728,2014-01-11,02:35:19.70,38.816,-111.548,17.9,eq,0.41,1.07,0.96,-108.1,-137.0,15.89,15.84,0.09,-0.05,-0.02,-0.03,-0.18,-0.2,1
4959,2020-03-22,08:29:13.42,40.749,-112.062,9.6,eq,,,0.7,,-135.8,,14.98,,,,,,-0.15,1
5091,2020-03-24,08:26:04.03,40.754,-112.056,12.9,eq,,,,,,,,,,,,,,1
8955,2022-08-15,21:11:19.49,39.433,-110.313,-1.0,mis,,0.11,0.39,-109.6,-118.5,13.51,12.97,,,,,,,2
8530,2022-05-15,08:04:13.01,37.469,-113.852,9.3,eq,0.13,0.57,0.58,-104.9,-96.4,15.51,14.29,,-0.08,-0.09,-0.29,,-0.41,1
9104,2022-09-06,16:44:03.22,39.432,-110.327,-1.1,mis,,,,,,,,,,,,,,2
6314,2020-07-01,10:13:10.91,40.789,-111.957,5.3,eq,,,,,,,,,,,,,,1
2043,2016-08-31,20:30:24.00,40.816,-111.893,-2.0,ex,-0.3,,0.34,,-88.2,,12.54,,,,,,,0
4795,2020-03-20,23:07:57.66,40.737,-112.082,10.1,eq,,,,,,,,,,,,,,1
6947,2021-03-29,04:46:06.22,38.34,-113.094,6.4,eq,0.11,0.51,0.34,-139.2,-138.2,16.67,15.16,-0.12,-0.17,-0.15,-0.23,-0.09,-0.15,1
3195,2019-02-15,22:42:45.40,40.461,-111.937,7.8,eq,,,,,,,,,,,,,,1
7150,2021-06-21,01:15:48.69,37.594,-113.306,7.4,eq,-0.04,,0.55,,-81.7,,15.16,,,,,,,1
7069,2021-05-10,17:29:51.10,39.421,-110.317,-1.5,mis,,,,,,,,,,,,,,2
4097,2020-03-18,19:14:43.77,40.752,-112.078,7.3,eq,,,,,,,,,,,,,,1
5492,2020-04-09,14:43:02.60,40.763,-112.083,9.7,eq,,,,,,,,,,,,,,1
914,2014-05-13,19:55:32.71,40.517,-111.371,-2.0,ex,,,,,,,,,,,,,,0
7184,2021-07-14,19:19:48.65,41.592,-111.682,9.4,eq,,1.98,,-139.8,,15.62,,,,,,0.09,,1
7947,2021-11-09,02:53:15.04,40.653,-112.246,0.5,eq,,,,,,,,,,,,,,1
7773,2021-10-17,03:37:16.33,39.425,-110.311,-1.2,mis,,,0.28,,-142.9,,12.35,,,,,,0.26,2
5823,2020-04-23,16:26:41.84,38.314,-112.508,10.8,eq,,,,,,,,,,,,,,1
5852,2020-04-25,15:05:28.86,40.739,-112.067,9.2,eq,,,,,,,,,,,,,,1
4061,2020-03-18,18:30:24.70,40.733,-112.079,6.3,eq,,2.21,1.57,-105.4,-135.6,15.11,15.86,-0.06,0.03,-0.05,-0.04,0.39,0.21,1
6532,2020-08-17,21:12:23.47,40.722,-112.059,8.4,eq,,,,,,,,,,,,,,1
3102,2019-01-14,22:58:02.63,38.523,-112.242,10.1,eq,0.31,,0.74,,-111.4,,14.03,,,,,,-0.12,1
4247,2020-03-19,00:21:25.57,40.735,-112.076,9.6,eq,,,,,,,,,,,,,,1
4794,2020-03-20,23:04:27.81,40.758,-112.067,8.4,eq,,,,,,,,,,,,,,1
4961,2020-03-22,08:48:13.36,40.736,-112.06,8.7,eq,,,,,,,,,,,,,,1
6134,2020-05-31,07:44:16.03,40.743,-112.052,8.9,eq,,,,,,,,,,,,,,1
6684,2020-11-04,23:59:41.95,40.77,-112.097,6.7,eq,,,,,,,,,,,,,,1
4222,2020-03-18,23:17:41.44,40.736,-112.088,8.9,eq,,,,,,,,,,,,,,1
7030,2021-04-26,11:12:27.77,38.239,-112.644,3.8,eq,0.24,0.72,0.6,-84.7,-111.4,14.61,14.99,,,-0.0,-0.04,,,1
8522,2022-05-05,01:26:29.24,40.72,-112.064,8.1,eq,,,,,,,,,,,,,,1
4044,2020-03-18,18:12:12.17,40.752,-112.053,8.8,eq,,,,,,,,,,,,,,1
9389,2023-03-07,21:40:06.57,41.084,-111.631,9.4,eq,,,,,,,,,,,,,,1
5943,2020-05-06,21:12:07.43,39.415,-110.317,-1.2,mis,,-0.2,-0.06,-81.4,-119.6,13.11,13.14,-0.01,,,,,,2
5898,2020-04-30,21:37:41.93,40.73,-112.075,7.4,eq,,,,,,,,,,,,,,1
3794,2020-03-18,13:23:19.86,40.752,-112.094,11.1,eq,-0.51,-0.39,-0.57,-112.9,-117.0,17.29,16.57,0.1,-0.01,-0.01,-0.0,-0.12,-0.13,1
3959,2020-03-18,16:23:36.48,40.754,-112.065,5.9,eq,-0.12,,0.81,,-92.5,,14.85,,,,,,,1
4441,2020-03-19,07:07:48.71,40.777,-112.079,9.3,eq,,,,,,,,,,,,,,1
6058,2020-05-20,23:22:58.37,39.412,-110.316,-0.9,mis,,,0.42,,-141.4,,12.35,,,,,,,2
8216,2022-02-06,19:59:48.92,40.724,-112.068,7.9,eq,,,,,,,,,,,,,,1
6241,2020-06-18,00:20:13.32,39.412,-110.316,-0.9,mis,,,,,,,,,,,,,,2
1885,2016-04-29,13:54:54.20,42.119,-112.129,10.9,eq,,,0.55,,-124.8,,14.38,,,,,,,1
8203,2022-02-02,18:32:21.66,39.421,-110.308,-1.9,mis,,,,,,,,,,,,,,2
2925,2018-07-11,12:12:53.91,38.507,-112.144,10.3,eq,0.2,,1.26,,-117.8,,13.25,,,,,,,1
9718,2023-11-03,13:24:01.61,37.562,-113.054,10.1,eq,0.18,0.37,0.41,-94.9,-127.4,16.34,15.33,-0.16,-0.26,-0.18,-0.12,-0.5,-0.38,1
6890,2021-02-28,14:38:48.90,40.745,-112.06,7.9,eq,,,,,,,,,,,,,,1
3053,2018-12-09,09:56:14.58,37.021,-112.386,19.6,eq,,,0.33,,-113.0,,15.4,,,,,,-0.46,1
2768,2018-02-11,10:08:18.81,37.769,-113.303,14.1,eq,,,0.73,,-110.4,,15.17,,,,,,,1
7276,2021-08-02,17:18:56.22,39.425,-110.3,-1.6,mis,-0.28,,0.33,,-125.0,,12.42,,,,,,,2
6967,2021-03-31,10:52:24.95,38.334,-113.094,4.7,eq,,,0.36,,-118.1,,14.77,,,,,,-0.1,1
4052,2020-03-18,18:21:45.11,40.752,-112.046,7.5,eq,,,,,,,,,,,,,,1
175,2013-01-03,18:14:20.42,38.126,-109.124,-2.0,ex,,,,,,,,,,,,,,0
2090,2016-09-24,14:43:55.78,37.123,-112.728,15.7,eq,,,,,,,,,,,,,,1
612,2013-10-23,05:42:19.86,41.598,-112.44,5.9,eq,,,,,,,,,,,,,,1
7882,2021-10-29,23:41:54.99,39.423,-110.309,-1.4,mis,,,0.42,,-119.7,,12.08,,,,,,,2
1526,2015-07-29,18:22:23.98,41.056,-111.591,10.6,eq,0.08,0.5,0.51,-110.2,-113.9,14.79,14.69,-0.17,-0.39,-0.29,-0.28,-0.06,-0.06,1
8218,2022-02-07,20:32:08.93,40.714,-112.053,8.4,eq,,,,,,,,,,,,,,1
9334,2022-12-26,11:44:49.88,38.362,-113.071,5.8,eq,,,,,,,,,,,,,,1
2865,2018-05-19,18:01:46.24,40.505,-112.149,-2.0,ex,0.05,0.4,0.8,-64.9,-126.9,12.94,11.76,,0.08,0.17,,,,0
1324,2015-03-01,14:08:12.79,40.721,-111.796,-2.0,ex,-0.31,,,,,,,,,,,,,0
4234,2020-03-18,23:42:50.00,40.763,-112.082,10.2,eq,,,,,,,,,,,,,,1
2262,2017-02-28,06:01:06.74,37.078,-112.908,8.1,eq,,,0.26,,-132.8,,13.5,,,,,,,1
2019,2016-08-16,17:56:04.78,40.613,-109.495,-2.0,ex,-0.36,-0.12,0.04,-55.9,-123.6,13.29,12.19,,,,,,-0.09,0
6991,2021-04-05,19:12:43.36,39.427,-110.319,-1.6,mis,,,,,,,,,,,,,,2
6061,2020-05-21,07:52:24.37,40.731,-112.07,8.9,eq,0.12,0.62,0.67,-78.9,-109.9,15.61,14.1,,,-0.15,-0.02,,-0.1,1
8841,2022-08-01,19:00:48.32,39.431,-110.319,-0.9,mis,-0.48,,,,,,,,,,,,,2
135,2012-12-02,17:20:03.82,37.629,-113.013,5.9,eq,,,,,,,,,,,,,,1
951,2014-06-03,21:55:29.72,40.397,-111.971,-2.0,ex,-0.04,,,,,,,,,,,,,0
2625,2017-10-12,21:04:03.92,40.587,-109.518,-2.0,ex,-0.35,-0.3,-0.57,-108.1,-123.7,13.35,13.41,0.03,-0.01,0.08,0.0,0.48,0.47,0
2174,2016-11-23,22:23:42.09,36.877,-113.047,22.3,eq,-0.33,,,,,,,,,,,,,1
88,2012-10-29,18:59:37.37,41.136,-112.912,-1.5,ex,-0.21,,,,,,,,,,,,,0
5071,2020-03-23,18:40:06.43,40.758,-112.077,10.4,eq,0.09,,0.76,,-120.0,,15.04,,-0.2,-0.14,-0.14,,0.17,1
7381,2021-08-25,02:10:28.07,39.426,-110.305,-1.4,mis,-0.31,0.16,,-101.3,,13.26,,,,,,0.26,,2
9575,2023-07-16,06:21:38.68,41.547,-112.212,5.2,eq,0.11,,0.76,,-105.9,,13.99,,,,,,,1
2242,2017-02-08,11:16:29.79,39.623,-110.406,-0.9,mis,,,,,,,,,,,,,,2
781,2014-02-27,21:48:10.52,40.595,-111.584,10.3,eq,0.48,0.9,0.85,-115.5,-99.9,15.36,15.13,,0.25,0.12,0.19,,-0.14,1
3741,2020-02-15,06:09:57.12,38.257,-112.707,6.2,eq,,,1.21,,-99.4,,14.35,,,,,,,1
9259,2022-10-21,11:19:51.92,41.909,-112.376,7.1,eq,,,,,,,,,,,,,,1
2999,2018-09-30,02:21:24.46,40.496,-111.346,11.0,eq,,,,,,,,,,,,,,1
6629,2020-10-09,05:33:08.27,38.607,-112.213,16.0,eq,-0.21,0.86,0.68,-111.6,-109.1,14.64,14.33,,0.13,0.09,0.15,,0.29,1
8671,2022-07-05,13:30:16.51,39.434,-110.33,-1.1,mis,,,,,,,,,,,,,,2
5510,2020-04-11,00:43:03.59,40.733,-112.08,11.7,eq,,,0.84,,-102.6,,13.42,,,,,,,1
3649,2019-11-02,02:13:27.70,38.821,-111.437,6.6,eq,,,,,,,,,,,,,,1
7905,2021-11-02,17:50:58.70,39.427,-110.305,-2.1,mis,-0.42,-0.32,-0.09,-77.2,-108.3,14.56,13.04,,0.21,,,,,2
5172,2020-03-26,11:43:09.86,40.754,-112.053,9.9,eq,,,,,,,,,,,,,,1
3074,2018-12-30,20:14:56.75,41.519,-111.286,17.8,eq,-0.04,,0.45,,-121.1,,14.42,,,,,,-0.21,1
3071,2018-12-26,14:26:16.51,38.637,-112.52,12.8,eq,,,,,,,,,,,,,,1
7880,2021-10-29,18:39:31.69,39.425,-110.304,-1.8,mis,,,,,,,,,,,,,,2
5173,2020-03-26,11:56:12.92,40.766,-111.976,4.8,eq,-0.15,0.52,0.35,-119.9,-134.0,16.17,15.74,0.04,0.07,-0.03,-0.04,0.07,0.03,1
5711,2020-04-17,21:46:27.79,40.728,-112.057,8.7,eq,,,,,,,,,,,,,,1
9214,2022-09-29,01:24:11.72,38.485,-112.839,2.6,eq,,,,,,,,,,,,,,1
8754,2022-07-16,17:22:07.44,40.743,-112.051,1.2,eq,,,,,,,,,,,,,,1
3185,2019-02-15,15:21:59.16,40.471,-111.939,7.7,eq,,,,,,,,,,,,,,1
5689,2020-04-17,04:25:23.08,40.737,-112.068,8.3,eq,,,,,,,,,,,,,,1
336,2013-04-24,20:00:27.11,38.112,-109.106,-2.0,ex,,,,,,,,,,,,,,0
436,2013-07-06,19:13:08.42,40.502,-112.177,-2.0,ex,0.02,0.23,0.27,-86.5,-99.5,14.57,13.16,0.23,0.07,0.07,-0.03,0.05,-0.02,0
8638,2022-06-29,02:54:03.68,39.428,-110.299,-1.5,mis,,0.18,0.68,-95.1,-148.9,12.72,12.82,,0.25,-0.1,0.06,,0.5,2
8063,2021-12-29,12:11:53.49,41.049,-111.527,12.2,eq,0.11,0.65,0.5,-118.3,-120.0,15.81,14.86,-0.0,-0.06,-0.12,-0.1,-0.28,-0.2,1
5590,2020-04-15,03:17:56.62,40.732,-112.036,10.8,eq,,,,,,,,,,,,,,1
2256,2017-02-19,12:18:26.28,40.56,-112.044,8.9,eq,,,,,,,,,,,,,,1
6164,2020-06-05,08:34:06.43,40.736,-112.045,10.1,eq,0.21,,1.33,,-83.3,,13.81,,,,,,,1
3787,2020-03-18,13:15:55.76,40.75,-112.043,8.3,eq,-0.21,,,,,,,,,,,,,1
7411,2021-08-26,17:56:32.88,39.43,-110.302,-1.9,mis,,,0.24,,-102.2,,12.1,,,,,,,2
9175,2022-09-15,05:57:15.89,39.427,-110.304,-1.5,mis,-0.29,,,,,,,,,,,,,2
7469,2021-09-02,03:26:34.68,39.425,-110.302,-1.7,mis,-0.48,0.09,0.13,-102.7,-140.5,14.33,12.37,0.07,0.33,0.2,,,,2
4482,2020-03-19,09:15:07.91,40.74,-112.032,9.1,eq,,,,,,,,,,,,,,1
2542,2017-08-15,20:14:13.87,41.134,-112.905,-1.5,ex,0.17,0.65,0.34,-103.9,-114.8,14.39,14.16,-0.02,0.15,0.27,,0.45,0.6,0
6096,2020-05-27,03:34:44.69,39.412,-110.304,-1.4,mis,,,,,,,,,,,,,,2
1567,2015-08-17,00:25:00.92,39.153,-111.619,16.0,eq,0.14,0.47,0.58,-125.2,-123.2,16.78,14.4,-0.5,-0.39,-0.35,-0.28,-0.53,-0.2,1
8742,2022-07-14,14:20:46.95,39.432,-110.316,-1.0,mis,-0.28,,0.35,,-151.4,,12.65,,,,,,,2
5995,2020-05-14,23:16:55.74,40.761,-112.076,8.6,eq,,,,,,,,,,,,,,1
6606,2020-09-28,14:26:35.99,38.661,-112.599,10.1,eq,,,0.7,,-130.5,,15.11,,,,,,,1
8429,2022-03-23,00:57:40.29,39.421,-110.305,-2.4,mis,,-0.48,-0.08,-102.3,-102.4,13.7,12.32,,,,,,,2
3035,2018-11-03,12:47:38.11,37.022,-112.393,20.8,eq,-0.01,,0.5,,-80.7,,13.92,,,,,,,1
1972,2016-07-18,20:56:25.70,41.141,-112.915,-1.5,ex,-0.01,0.33,0.21,-87.8,-103.0,14.99,14.42,-0.02,0.07,0.2,,0.42,,0
1257,2015-01-02,19:23:47.01,36.844,-112.399,19.0,eq,0.19,0.47,0.42,-117.0,-138.5,16.72,15.42,-0.29,-0.25,-0.3,-0.19,-0.37,-0.23,1
4513,2020-03-19,11:14:56.88,40.743,-112.041,7.1,eq,,,,,,,,,,,,,,1
29,2012-10-11,17:39:14.90,40.525,-112.164,-2.0,ex,0.14,1.24,0.59,-51.0,-78.9,12.83,12.53,,,,,,,0
6840,2021-01-26,15:50:44.55,39.424,-110.31,-1.5,mis,,,,,,,,,,,,,,2
547,2013-09-11,19:50:13.10,37.63,-113.391,-2.0,ex,-0.28,-0.45,-0.22,-50.7,-103.4,16.03,12.39,,,,,,0.43,0
7557,2021-09-16,20:26:35.21,39.426,-110.313,-1.1,mis,,,,,,,,,,,,,,2
7751,2021-10-14,18:16:43.50,39.422,-110.303,-1.8,mis,,-0.09,0.03,-105.0,-132.2,13.11,12.87,,0.21,,,,,2
6330,2020-07-05,05:01:08.97,40.725,-112.068,8.4,eq,,,,,,,,,,,,,,1
2229,2017-01-17,19:46:44.95,37.405,-113.214,12.5,eq,0.38,0.29,0.3,-123.1,-145.4,16.54,16.08,-0.24,-0.24,-0.15,-0.14,-0.42,-0.21,1
1586,2015-08-27,19:37:09.35,40.217,-113.26,-1.3,ex,0.05,0.4,0.27,-86.0,-111.8,14.08,13.7,0.22,0.17,0.27,0.27,-0.05,0.23,0
1703,2015-11-17,23:44:47.59,39.697,-113.23,-2.0,ex,,0.35,0.69,-70.0,-90.4,14.08,11.98,,,,,,,0
859,2014-04-05,14:17:07.93,40.565,-111.259,14.0,eq,,,,,,,,,,,,,,1
1195,2014-11-01,11:44:08.55,39.127,-111.884,21.2,eq,0.32,,0.82,,-128.6,,14.83,,,,,,-0.17,1
8546,2022-05-24,21:56:44.08,41.609,-111.502,11.8,eq,0.26,,0.92,,-88.6,,14.48,,,,,,,1
7431,2021-08-29,02:09:22.53,40.502,-111.986,8.7,eq,0.02,0.8,0.61,-108.8,-128.2,15.56,14.89,0.06,0.06,0.01,-0.03,-0.24,-0.13,1
9688,2023-10-15,06:28:10.48,39.062,-112.147,10.7,eq,0.13,0.64,0.5,-119.2,-119.3,15.88,15.93,0.1,0.04,0.01,0.07,-0.36,-0.18,1
2876,2018-05-24,21:20:47.52,41.857,-112.374,9.8,eq,,0.79,0.65,-108.2,-158.4,15.63,15.09,,,,,,,1
7542,2021-09-15,00:59:00.23,39.426,-110.307,-1.4,mis,,0.07,,-95.8,,13.15,,,,,,,,2
491,2013-08-14,01:26:42.04,39.19,-111.9,23.3,eq,,,0.95,,-101.7,,14.11,,,,,,-0.11,1
4315,2020-03-19,02:25:06.73,40.754,-112.072,7.2,eq,,,,,,,,,,,,,,1
5834,2020-04-24,06:50:03.31,40.741,-112.071,7.4,eq,,,,,,,,,,,,,,1
639,2013-11-07,23:38:01.18,41.371,-112.031,-2.0,ex,-0.36,,,,,,,,,,,,,0
4570,2020-03-19,14:16:53.59,40.765,-112.073,10.0,eq,-0.05,0.53,0.44,-94.3,-150.4,15.97,15.17,,0.06,-0.03,-0.09,,-0.23,1
7279,2021-08-03,00:36:37.90,39.434,-110.318,-1.6,mis,-0.32,0.17,0.13,-87.8,-143.7,13.49,12.65,0.11,0.24,0.22,0.13,0.4,0.51,2
2701,2017-12-12,19:06:21.27,40.607,-109.481,-2.0,ex,-0.04,0.13,-0.09,-98.4,-108.0,13.28,13.51,-0.04,0.08,0.1,-0.1,0.54,0.52,0
9256,2022-10-20,17:58:57.66,38.461,-112.798,4.4,eq,,,,,,,,,,,,,,1
5200,2020-03-27,08:09:37.90,40.778,-111.984,3.9,eq,,,0.59,,-109.3,,15.08,,,,,,-0.03,1
4977,2020-03-22,11:53:28.99,40.763,-112.074,10.6,eq,,,0.88,,-82.4,,15.08,,,,,,,1
2703,2017-12-14,00:06:07.78,40.239,-111.89,-2.0,ex,,,1.18,,-80.1,,10.77,,,,,,,0
5462,2020-04-07,12:22:37.40,40.732,-112.09,11.4,eq,,,,,,,,,,,,,,1
6934,2021-03-25,03:34:20.88,39.425,-110.316,-1.3,mis,,,0.2,,-147.7,,12.24,,,,,,0.23,2
290,2013-03-22,21:43:09.56,38.742,-111.475,5.8,eq,,,,,,,,,,,,,,1
6244,2020-06-18,03:05:44.31,39.413,-110.317,-0.8,mis,,,,,,,,,,,,,,2
1619,2015-09-18,10:36:55.37,39.002,-111.967,11.5,eq,0.2,,,,,,,,,,,,,1
9301,2022-11-16,16:13:42.16,38.427,-112.841,5.6,eq,0.79,,,,,,,,,,,,,1
4764,2020-03-20,17:47:48.62,40.741,-112.04,7.2,eq,,,,,,,,,,,,,,1
1904,2016-05-17,19:02:37.26,40.512,-112.171,-2.0,ex,0.04,0.37,0.25,-77.4,-108.6,14.18,12.78,,,,,,,0
9705,2023-10-22,00:23:06.77,40.736,-112.063,9.4,eq,,,0.63,,-102.7,,14.9,,,,,,,1
4280,2020-03-19,01:36:20.97,40.734,-112.077,9.3,eq,,,,,,,,,,,,,,1
2505,2017-07-25,17:34:18.61,41.136,-112.921,-1.5,ex,0.11,0.43,0.29,-82.4,-87.9,14.63,14.49,-0.03,0.02,0.19,,,0.85,0
1979,2016-07-23,08:36:46.89,41.709,-111.598,11.1,eq,0.18,,0.84,,-110.4,,13.72,,,,,,0.01,1
5914,2020-05-02,04:41:32.95,40.728,-112.043,5.2,eq,,,,,,,,,,,,,,1
5750,2020-04-18,15:04:03.63,40.764,-112.041,7.8,eq,,,,,,,,,,,,,,1
5034,2020-03-23,04:51:16.16,40.761,-112.078,8.6,eq,,,,,,,,,,,,,,1
7761,2021-10-15,03:41:41.13,40.742,-112.099,8.9,eq,,,,,,,,,,,,,,1
494,2013-08-15,13:53:52.85,37.513,-112.296,6.7,eq,,,,,,,,,,,,,,1
2394,2017-06-09,20:04:03.60,40.633,-109.469,-2.0,ex,-0.27,0.66,-0.47,-75.7,-107.5,12.43,13.92,-0.29,-0.23,-0.25,-0.44,0.58,0.63,0
5791,2020-04-21,06:27:58.65,40.73,-112.081,8.8,eq,,,,,,,,,,,,,,1
7891,2021-11-01,04:17:45.02,40.742,-112.048,7.6,eq,,,,,,,,,,,,,,1
6121,2020-05-29,16:22:13.13,39.42,-110.336,-1.2,mis,,,0.33,,-126.4,,12.71,,,,,,,2
824,2014-03-18,01:59:57.12,41.668,-112.105,5.0,eq,,,,,,,,,,,,,,1
7989,2021-11-18,00:49:57.37,39.423,-110.306,-1.7,mis,,,,,,,,,,,,,,2
3164,2019-02-15,12:09:51.25,40.463,-111.948,8.6,eq,-0.22,-0.03,-0.15,-177.2,-171.1,16.39,16.1,-0.04,-0.01,-0.05,-0.04,0.11,0.13,1
1690,2015-11-07,18:40:52.70,40.538,-112.167,-2.0,ex,,,-0.4,,-105.4,,12.03,,,,,,-0.08,0
3666,2019-11-16,06:03:07.23,41.528,-112.202,9.6,eq,,,0.83,,-120.8,,14.26,,,,,,,1
8910,2022-08-09,16:23:45.08,39.426,-110.302,-1.5,mis,-0.43,-0.07,,-124.4,,13.61,,,,,,,,2
1553,2015-08-11,19:26:41.85,41.136,-112.92,-1.5,ex,0.11,0.3,0.25,-95.8,-84.9,14.42,14.24,-0.1,-0.09,0.16,,0.41,,0
5013,2020-03-23,01:42:42.49,40.773,-112.058,8.3,eq,,,,,,,,,,,,,,1
5040,2020-03-23,06:37:02.90,40.75,-112.055,8.9,eq,-0.1,0.55,0.35,-128.8,-119.6,15.87,15.22,-0.04,-0.05,0.02,-0.02,-0.15,-0.18,1
2944,2018-08-04,16:52:39.44,39.287,-111.23,-3.2,mis,,,,,,,,,,,,,,2
487,2013-08-11,17:24:30.08,40.498,-112.163,-2.0,ex,-0.03,0.29,0.26,-69.9,-111.3,14.56,12.75,-0.09,0.03,0.18,0.16,-0.04,0.1,0
8488,2022-04-14,18:05:44.51,40.721,-112.094,10.3,eq,,,,,,,,,,,,,,1
8019,2021-12-01,14:55:51.94,41.861,-112.395,9.4,eq,,,0.72,,-141.0,,15.29,,,,,,,1
7053,2021-05-01,19:10:37.64,40.747,-112.061,7.4,eq,,,,,,,,,,,,,,1
2787,2018-03-05,08:32:08.89,37.614,-113.145,11.1,eq,,,0.74,,-141.5,,14.84,,,,,,-0.29,1
957,2014-06-05,18:00:05.30,40.392,-111.969,-2.0,ex,-0.27,,,,,,,,,,,,,0
5474,2020-04-08,07:44:23.83,40.752,-111.966,4.9,eq,0.07,1.03,0.69,-82.5,-104.2,13.74,14.74,,,,,,0.05,1
2927,2018-07-11,22:14:26.98,39.612,-110.406,-1.3,mis,,,0.38,,-125.1,,14.86,,,,,,,2
1308,2015-02-15,06:22:43.22,41.525,-112.201,11.0,eq,,,0.72,,-127.7,,14.94,,,,,,,1
5372,2020-04-03,08:37:37.82,40.73,-111.97,2.2,eq,,,,,,,,,,,,,,1
4321,2020-03-19,02:32:55.98,40.734,-112.081,10.5,eq,0.14,0.8,0.69,-123.7,-130.8,14.53,14.21,,-0.02,-0.03,0.05,,0.24,1
9590,2023-07-27,08:14:34.48,40.539,-111.268,10.8,eq,0.36,,,,,,,,,,,,,1
2779,2018-02-21,01:26:50.26,41.343,-112.017,-2.0,ex,-0.17,0.97,0.28,-74.9,-110.0,12.35,12.65,,,,,,,0
4199,2020-03-18,22:26:38.65,40.693,-112.118,10.2,eq,,,,,,,,,,,,,,1
9655,2023-09-23,01:36:28.06,37.556,-113.078,9.7,eq,,,0.51,,-98.9,,13.64,,,,,,-0.35,1
2829,2018-04-21,19:53:24.41,37.026,-112.958,18.7,eq,0.08,,0.73,,-100.7,,14.89,,,,,,,1
8267,2022-02-11,12:33:49.54,38.346,-113.099,5.5,eq,0.03,0.52,0.39,-80.1,-138.2,15.14,14.68,,-0.08,-0.05,-0.09,,-0.29,1
7839,2021-10-26,02:56:37.95,39.431,-110.327,-1.2,mis,,,,,,,,,,,,,,2
7186,2021-07-15,10:36:27.15,41.713,-111.667,9.4,eq,,,0.72,,-87.7,,13.82,,,,,,,1
1589,2015-08-31,02:50:43.09,42.139,-112.475,5.1,eq,0.19,0.72,0.68,-87.1,-121.6,15.62,14.7,0.04,0.04,0.06,0.06,-0.0,0.11,1
2617,2017-10-07,06:44:22.21,37.103,-112.889,12.7,eq,-0.19,,0.25,,-145.2,,14.17,,,,,,,1
4230,2020-03-18,23:39:50.69,40.764,-112.069,5.5,eq,,,,,,,,,,,,,,1
783,2014-02-27,22:37:53.95,40.598,-111.585,9.4,eq,,,,,,,,,,,,,,1
8535,2022-05-19,03:29:34.30,39.429,-110.306,-1.3,mis,,0.24,0.28,-94.4,-141.8,13.53,12.94,0.08,,,,,,2
6814,2021-01-12,21:33:57.20,39.428,-110.324,-1.0,mis,,,,,,,,,,,,,,2
4353,2020-03-19,03:44:09.12,40.761,-112.041,7.7,eq,-0.27,0.58,0.69,-94.1,-93.8,14.53,14.24,,-0.23,-0.22,,,0.21,1
