    Date      Time       Elat     Elon    Dep  Tag    F01    F02    F03    F04    F05    F06    F07    F08    F09    F10    F11    F12    F13
2020-03-20 10:35:46.09  40.752  -112.060   8.9  eq   0.13   0.94   0.83  -90.0 -107.2  16.04  14.98      X  -0.05   0.12   0.11      X  -0.00
2020-03-20 10:46:12.48  40.723  -112.082  10.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 10:54:53.10  40.760  -112.039   7.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 10:58:08.24  40.758  -112.056   7.2  eq   0.10   0.64   0.62 -114.0 -119.5  15.41  15.23  -0.09  -0.08  -0.09  -0.07   0.09   0.10
2020-03-20 11:05:07.17  40.710  -112.073   8.0  eq      X      X   0.61      X  -93.2      X  14.50      X      X      X      X      X      X
2020-03-20 11:17:13.43  40.758  -112.069   7.2  eq   0.08   0.55   0.54 -107.4 -136.4  15.55  15.16      X  -0.19  -0.08  -0.10      X  -0.05
2020-03-20 11:26:25.01  40.746  -112.075   9.3  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 11:27:43.70  40.739  -112.062  10.5  eq      X      X   2.24      X -134.5      X  13.34      X      X      X      X      X      X
2020-03-20 11:55:04.15  40.727  -112.082   9.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 11:58:04.41  40.756  -112.062   8.4  eq   0.09   0.81   0.62  -92.3 -111.5  16.64  14.58      X      X      X      X      X  -0.27
2020-03-20 12:10:24.38  40.739  -112.058   8.4  eq      X      X   0.63      X  -88.2      X  14.61      X      X      X      X      X      X
2020-03-20 12:44:43.87  40.737  -112.075  10.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 13:36:00.85  40.746  -112.055   8.4  eq   0.25      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 13:53:39.65  40.749  -112.052   8.6  eq  -0.06   0.61   0.57  -92.6 -131.0  16.15  15.35      X  -0.29  -0.12  -0.07      X  -0.20
2020-03-20 14:01:08.20  40.748  -112.038   8.3  eq  -0.09   0.30   0.28 -120.3 -134.7  16.05  15.17  -0.07  -0.07  -0.14  -0.11   0.15   0.13
2020-03-20 14:12:05.97  40.749  -112.041   8.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 14:12:54.13  40.718  -112.074   9.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 14:14:15.00  40.750  -112.034   7.2  eq   0.03   0.67   0.61  -98.7 -126.1  15.90  15.17      X  -0.08  -0.12  -0.05      X   0.01
2020-03-20 15:03:32.52  40.752  -112.028   7.7  eq  -0.08      X   0.70      X -119.7      X  15.04      X      X      X      X      X   0.19
2020-03-20 15:05:38.00  40.748  -112.039   7.2  eq   0.12      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 15:12:07.57  40.788  -112.073   8.8  eq  -0.10      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 15:14:56.31  40.780  -112.072  11.2  eq   0.04      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 15:16:27.35  40.751  -112.034   7.4  eq  -0.06      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 15:34:15.64  40.746  -112.042   4.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 15:42:07.79  40.745  -112.050   4.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 15:52:28.97  40.766  -112.089  10.2  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 15:54:19.45  40.716  -112.094  10.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 16:13:04.57  40.729  -112.081   9.8  eq  -0.09   0.61   0.52 -124.2 -140.1  14.99  14.33   0.01  -0.02   0.06   0.09  -0.12   0.09
2020-03-20 16:16:15.85  40.730  -112.078   9.4  eq   0.26      X   0.93      X -118.5      X  13.35      X      X      X      X      X      X
2020-03-20 16:17:49.77  40.757  -112.073   9.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 16:48:35.05  40.790  -111.941   7.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 17:40:31.85  40.749  -112.031   9.0  eq  -0.09      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 17:47:48.62  40.741  -112.040   7.2  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 18:30:05.80  40.752  -112.076  10.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 18:58:33.69  40.752  -112.038   7.2  eq   0.10   0.81   0.88  -89.9 -109.4  13.93  15.21      X      X  -0.03   0.00      X   0.18
2020-03-20 19:08:58.03  40.712  -112.069  10.2  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 20:02:16.64  40.763  -112.076   9.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 20:40:34.23  40.733  -112.087   7.9  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 21:22:35.72  40.742  -112.076   8.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 21:25:32.63  40.757  -112.038   9.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 21:41:55.85  40.753  -112.032   8.0  eq   0.07   0.54   0.56 -105.1 -128.6  15.79  15.15  -0.12  -0.08   0.01   0.02  -0.10   0.04
2020-03-20 21:51:37.74  40.766  -112.091  10.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 21:56:56.50  40.755  -112.044   9.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 22:15:26.17  40.744  -112.075   7.3  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 22:17:24.12  40.739  -112.070   8.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 22:27:48.18  40.756  -112.062   5.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 22:31:54.85  40.757  -112.061   8.9  eq   0.19   1.32   1.41  -95.9 -127.7  15.92  14.91      X  -0.86  -0.66  -0.63      X   0.11
2020-03-20 22:32:10.79  40.757  -112.061   8.6  eq  -0.20   0.40   0.26  -95.7 -114.1  16.48  14.86  -0.01  -0.14  -0.16  -0.15   0.08   0.04
2020-03-20 22:36:15.66  40.743  -112.035   9.0  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 22:37:23.81  40.755  -112.063   8.3  eq   0.03      X   0.76      X  -88.0      X  14.61      X      X      X      X      X      X
2020-03-20 22:44:02.92  40.752  -112.036   7.9  eq   0.01   0.65   0.75  -96.0 -121.1  15.92  14.78      X  -0.13  -0.12   0.06      X  -0.03
2020-03-20 22:48:34.22  40.749  -112.059   8.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 22:48:44.34  40.755  -112.068   7.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 22:50:31.35  40.726  -112.026   9.3  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 22:50:36.38  40.760  -112.028   7.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 22:55:59.58  40.760  -112.081  10.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 23:00:29.48  40.765  -112.091   9.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 23:00:38.08  40.758  -112.074   9.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 23:00:56.21  40.768  -112.081  10.2  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 23:01:06.45  40.765  -112.097   4.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 23:01:32.51  40.762  -112.103   5.2  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 23:02:45.39  40.767  -112.074   9.8  eq      X      X   0.76      X  -75.7      X  14.84      X      X      X      X      X      X
2020-03-20 23:04:27.81  40.758  -112.067   8.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 23:07:57.66  40.737  -112.082  10.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 23:08:07.17  40.753  -112.079   8.0  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 23:17:44.72  40.762  -112.069   8.3  eq  -0.10      X   0.67      X -117.3      X  15.07      X      X      X      X      X   0.03
2020-03-21 00:04:19.50  40.740  -112.050   7.8  eq   0.07      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 00:05:28.17  40.732  -112.088  10.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 00:06:04.74  40.767  -112.071   8.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 00:09:58.20  40.781  -112.070  10.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 00:10:37.17  40.746  -112.043   8.0  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 00:15:38.98  40.779  -112.080  11.4  eq   0.05   0.79   0.64 -109.7 -129.2  16.70  15.20   0.37   0.14   0.20   0.19  -0.51  -0.21
2020-03-21 00:21:38.93  40.735  -112.050   7.6  eq   0.03      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 01:00:59.88  40.742  -112.062   4.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 01:10:45.24  40.748  -112.045  10.3  eq   0.11   0.51   0.43 -117.8 -150.0  16.52  15.86   0.01  -0.08  -0.07  -0.11  -0.21  -0.20
2020-03-21 01:14:01.53  40.751  -112.061   9.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 01:27:51.58  40.746  -112.047  10.6  eq  -0.15   0.41   0.26 -145.1 -149.1  16.41  15.72   0.03   0.03  -0.00  -0.04  -0.07  -0.08
2020-03-21 01:31:50.82  40.749  -112.043   8.6  eq  -0.01   0.66   0.60 -109.9 -127.7  15.85  14.80      X  -0.10  -0.08   0.05      X  -0.12
2020-03-21 01:33:20.59  40.722  -112.078  10.5  eq   0.09      X   1.73      X  -88.0      X  14.09      X      X      X      X      X      X
2020-03-21 01:39:13.01  40.741  -112.040   8.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 01:47:27.50  40.745  -112.060   9.6  eq   0.02      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 02:12:37.90  40.745  -112.039   8.4  eq  -0.01      X   0.92      X  -91.2      X  14.46      X      X      X      X      X      X
2020-03-21 02:14:21.96  40.732  -112.091  10.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 02:14:40.29  40.737  -112.043   8.4  eq   0.08      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 02:27:07.30  40.753  -112.062   8.9  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 02:27:23.31  40.729  -112.093  10.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 02:27:56.20  40.744  -112.044   7.5  eq   0.08      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 02:32:30.64  40.742  -112.044   9.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 02:33:17.12  40.742  -112.041   9.4  eq   0.03   0.64   0.75 -102.3 -111.6  15.53  14.70      X  -0.02  -0.09   0.04      X   0.18
2020-03-21 02:34:14.77  40.750  -112.046   7.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 02:37:29.92  40.752  -112.058   9.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 02:40:01.16  40.750  -112.042  10.1  eq   0.04   0.60   0.54 -109.0 -137.0  15.99  14.94      X  -0.02  -0.03   0.04      X  -0.16
2020-03-21 03:06:31.42  40.730  -112.085  10.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 03:13:46.99  40.775  -112.073  10.5  eq   0.21   0.85   0.74 -109.1 -138.5  15.74  15.14   0.14  -0.11  -0.05  -0.02  -0.45  -0.10
2020-03-21 03:13:56.96  40.770  -112.080  10.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 03:38:24.53  40.753  -112.037   7.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 03:46:08.64  40.739  -112.080  10.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 03:49:34.42  40.730  -112.073  10.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 04:01:35.78  40.736  -112.067   9.8  eq  -0.01      X   0.55      X -109.5      X  14.98      X      X      X      X      X      X
2020-03-21 04:25:25.40  40.760  -112.075  10.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 04:30:38.73  40.761  -112.075  10.2  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-21 04:33:27.26  40.753  -112.057   7.9  eq   0.13   0.77   0.76  -81.1 -107.6  15.90  14.84      X  -0.14      X      X      X   0.01
2020-03-21 04:43:44.60  40.727  -112.070   9.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
