    Date      Time       Elat     Elon    Dep  Tag    F01    F02    F03    F04    F05    F06    F07    F08    F09    F10    F11    F12    F13
2021-10-19 07:33:09.80  36.981  -112.483  22.7  eq      X      X   0.38      X -118.6      X  14.63      X      X      X      X      X      X
2021-10-19 15:53:49.71  39.425  -110.305  -1.6 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-19 20:02:46.66  39.431  -110.318  -1.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-20 14:18:54.56  39.426  -110.306  -1.6 mis  -0.37   0.33   0.36 -113.8 -119.5  12.47  12.26      X      X      X      X      X      X
2021-10-20 16:02:13.29  39.427  -110.301  -1.8 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-20 16:47:20.20  39.425  -110.299  -2.3 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-20 16:57:28.70  39.428  -110.309  -1.5 mis      X   0.04      X  -42.4      X  13.70      X      X      X      X      X      X      X
2021-10-20 17:54:19.10  39.428  -110.302  -2.0 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-20 17:54:54.12  39.427  -110.305  -1.7 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-20 19:10:08.01  39.423  -110.302  -1.9 mis  -0.34   0.01   0.02  -97.2 -106.0  13.39  13.07   0.02   0.16      X      X      X      X
2021-10-20 20:59:35.59  39.428  -110.309  -1.4 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-20 23:26:28.14  39.428  -110.304  -2.0 mis  -0.24  -0.12  -0.01 -101.8 -112.3  13.93  13.02   0.18   0.29   0.18      X      X      X
2021-10-21 00:38:36.89  39.179  -112.025  14.0  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-21 01:44:00.08  39.424  -110.304  -1.6 mis      X      X   0.23      X -120.7      X  12.27      X      X      X      X      X      X
2021-10-21 02:22:38.76  39.424  -110.300  -2.0 mis  -0.12   0.15      X  -93.1      X  13.00      X      X      X      X      X      X      X
2021-10-21 03:02:31.28  39.428  -110.300  -2.0 mis  -0.39   0.08   0.07  -72.5 -112.5  13.54  12.56      X   0.27   0.18   0.03      X   0.21
2021-10-21 03:14:26.39  39.424  -110.298  -2.2 mis  -0.30   0.00  -0.03  -98.6 -112.3  13.58  12.74   0.02   0.20   0.14      X   0.20   0.53
2021-10-21 03:31:17.38  39.429  -110.318  -1.1 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-21 11:54:37.36  39.427  -110.308  -1.4 mis      X  -0.15   0.19  -98.9  -90.7  15.23  12.55   0.04   0.20   0.22   0.04   0.15   0.19
2021-10-21 15:56:38.23  39.425  -110.308  -1.5 mis      X  -0.13      X -105.4      X  14.10      X      X      X      X      X      X      X
2021-10-21 19:10:31.45  39.429  -110.304  -1.9 mis  -0.42  -0.04  -0.23  -78.8 -107.1  12.76  12.98   0.06   0.09   0.08   0.20      X   0.45
2021-10-21 19:28:15.74  39.426  -110.308  -1.5 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-21 19:35:25.60  39.425  -110.303  -1.9 mis      X  -0.30      X  -86.7      X  14.06      X      X      X      X      X      X      X
2021-10-21 23:57:11.47  39.428  -110.309  -1.6 mis      X   0.13   0.14 -105.3  -95.8  13.62  12.90      X      X      X      X      X      X
2021-10-22 01:27:09.19  39.428  -110.308  -1.7 mis      X  -0.16   0.11 -101.7  -51.6  13.59  12.76      X   0.20   0.22      X      X      X
2021-10-22 17:51:59.60  39.425  -110.308  -1.5 mis      X      X   0.60      X -105.8      X  11.89      X      X      X      X      X      X
2021-10-23 00:38:51.94  39.497  -111.921  13.4  eq   0.17   0.92   0.64  -97.5 -120.8  14.75  14.57      X   0.14   0.04   0.15      X  -0.01
2021-10-23 04:55:59.95  41.940  -112.295   6.2  eq      X      X   1.01      X  -66.3      X  14.59      X      X      X      X      X      X
2021-10-23 12:35:53.93  39.430  -110.316  -1.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-23 20:35:05.74  38.537  -112.487   9.6  eq   0.14      X   0.71      X  -76.7      X  13.41      X      X      X      X      X      X
2021-10-24 00:06:12.70  37.154  -113.537  16.4  eq      X      X   0.50      X -121.7      X  15.48      X      X      X      X      X      X
2021-10-24 07:07:52.03  38.235  -112.687   7.1  eq   0.00   0.03  -0.01 -153.6 -164.9  16.28  15.71  -0.02  -0.14  -0.18  -0.17   0.07  -0.03
2021-10-24 22:04:58.63  38.170  -112.626   8.9  eq   0.29   0.78   0.54 -100.8 -121.5  14.76  14.46   0.17   0.09  -0.04  -0.07   0.12  -0.09
2021-10-25 15:54:49.50  39.428  -110.313  -1.1 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-25 16:59:26.80  39.425  -110.305  -1.6 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-25 18:04:35.83  39.429  -110.313  -1.6 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-25 18:27:18.95  39.428  -110.313  -1.3 mis      X      X  -0.02      X -116.9      X  12.74      X      X      X      X      X      X
2021-10-25 19:20:40.91  39.429  -110.322  -1.0 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-25 19:22:42.87  39.429  -110.305  -1.8 mis      X      X   0.14      X -129.8      X  12.43      X      X      X      X      X      X
2021-10-25 20:07:24.89  39.431  -110.321  -1.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-25 23:47:52.12  39.428  -110.313  -1.3 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-26 00:56:28.85  39.429  -110.320  -1.1 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-26 02:04:13.94  39.428  -110.317  -1.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-26 02:06:35.18  39.429  -110.312  -1.4 mis      X      X   0.03      X -126.3      X  12.62      X      X      X      X      X      X
2021-10-26 02:56:37.95  39.431  -110.327  -1.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-26 03:16:30.06  39.432  -110.322  -1.6 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-26 16:59:09.82  39.429  -110.319  -1.1 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-26 18:25:48.77  39.422  -110.305  -1.5 mis      X      X   0.10      X -116.4      X  12.63      X      X      X      X      X      X
2021-10-26 20:10:49.22  39.427  -110.316  -1.1 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-26 21:32:54.82  39.422  -110.299  -2.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-26 22:30:54.94  38.483  -112.841  -0.4 gis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-26 22:37:55.58  38.481  -112.852  -0.9 gis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-26 22:38:29.76  38.479  -112.855  -0.2 gis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-26 22:39:43.25  38.483  -112.843  -0.3 gis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-26 22:39:47.77  38.482  -112.845  -0.3 gis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-26 23:50:22.39  38.482  -112.844  -0.4 gis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-27 01:23:46.15  38.481  -112.842  -0.0 gis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-27 01:28:01.90  38.481  -112.843  -0.0 gis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-27 01:35:59.74  38.480  -112.844  -0.2 gis      X      X   0.06      X -150.7      X  15.32      X      X      X      X      X  -0.45
2021-10-27 03:13:19.80  39.424  -110.304  -1.7 mis      X      X   0.13      X -133.9      X  12.54      X      X      X      X      X   0.56
2021-10-27 05:38:50.11  39.425  -110.311  -1.3 mis      X      X   0.34      X  -93.0      X  12.10      X      X      X      X      X      X
2021-10-27 06:36:15.94  39.428  -110.307  -1.8 mis      X      X  -0.04      X -130.9      X  12.86      X      X      X      X      X   0.49
2021-10-27 16:07:18.04  39.426  -110.310  -1.4 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-27 20:08:13.66  39.426  -110.310  -1.3 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-27 21:25:33.32  39.428  -110.311  -1.5 mis  -0.75      X  -0.27      X -116.6      X  12.86      X      X      X      X      X   0.36
2021-10-27 22:12:29.24  39.427  -110.306  -1.6 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-28 01:30:40.39  39.428  -110.300  -2.3 mis      X      X   0.36      X -139.0      X  12.32      X      X      X      X      X   0.44
2021-10-28 05:32:35.84  39.423  -110.306  -1.6 mis      X      X  -0.20      X -111.4      X  12.55      X      X      X      X      X      X
2021-10-28 06:16:33.00  39.428  -110.314  -1.2 mis      X      X   0.11      X -133.2      X  12.48      X      X      X      X      X      X
2021-10-28 15:16:55.72  39.423  -110.302  -2.0 mis  -0.45   0.03  -0.25  -96.7 -112.8  12.71  12.76   0.05      X      X      X      X      X
2021-10-28 18:29:25.87  39.424  -110.310  -1.3 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-28 20:49:35.37  39.425  -110.312  -1.4 mis      X      X   0.16      X -113.6      X  12.50      X      X      X      X      X      X
2021-10-28 21:21:27.58  39.429  -110.324  -1.1 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-28 23:44:15.03  39.425  -110.300  -2.1 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-29 00:03:55.83  39.422  -110.299  -2.0 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-29 00:14:52.81  39.424  -110.308  -1.6 mis  -0.31   0.23   0.19  -72.0 -113.5  13.96  12.47      X      X      X      X      X   0.43
2021-10-29 01:02:57.86  40.736  -111.485  14.7  eq   0.16   0.72   0.61 -128.9 -124.2  16.04  14.59   0.07   0.08   0.03   0.14  -0.09  -0.09
2021-10-29 03:22:54.07  39.428  -110.304  -2.1 mis  -0.24   0.51   0.10  -76.6 -124.3  12.40  12.46      X      X      X      X      X   0.81
2021-10-29 05:42:28.39  39.429  -110.309  -1.7 mis  -0.32   0.10   0.13  -98.3 -119.0  12.58  12.36      X      X      X      X      X   0.52
2021-10-29 07:28:32.19  39.428  -110.316  -1.1 mis      X      X   0.38      X -135.0      X  12.03      X      X      X      X      X   0.17
2021-10-29 08:29:54.48  41.852  -112.737   9.1  eq      X      X   1.31      X  -88.3      X  13.16      X      X      X      X      X      X
2021-10-29 08:55:12.56  38.932  -111.662  21.7  eq      X      X   0.31      X  -87.8      X  14.11      X      X      X      X      X      X
2021-10-29 15:06:41.62  39.424  -110.307  -1.5 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-29 16:09:50.14  39.428  -110.311  -1.5 mis  -0.25      X   0.38      X -109.4      X  12.51      X      X      X      X      X   0.47
2021-10-29 17:41:36.35  39.423  -110.299  -2.4 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-29 18:39:31.69  39.425  -110.304  -1.8 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-10-29 19:02:34.16  39.424  -110.309  -1.4 mis      X      X   0.24      X -151.5      X  12.49      X      X      X      X      X      X
2021-10-29 23:41:54.99  39.423  -110.309  -1.4 mis      X      X   0.42      X -119.7      X  12.08      X      X      X      X      X      X
2021-10-30 00:09:04.75  39.426  -110.306  -1.8 mis  -0.42   0.05  -0.06  -90.5 -122.5  12.98  12.60   0.10   0.21   0.15   0.09   0.43   0.38
2021-10-30 01:32:25.82  39.424  -110.308  -1.5 mis      X   0.10   0.36  -98.9 -129.0  13.02  12.43      X   0.21      X      X      X      X
2021-10-30 03:24:54.05  39.428  -110.310  -1.6 mis      X   0.16   0.27  -92.2 -103.2  13.05  12.60  -0.09   0.21      X      X      X   0.54
2021-10-30 03:57:35.29  39.428  -110.305  -2.0 mis  -0.48  -0.30  -0.11  -69.7 -114.8  13.75  12.53  -0.01   0.14   0.22      X      X   0.62
2021-10-31 06:14:20.40  40.734  -112.047  10.0  eq      X   0.86   0.66  -92.2 -120.6  14.76  14.55      X  -0.03   0.01   0.03      X  -0.03
2021-10-31 07:16:19.26  41.827  -111.618  11.2  eq      X      X   0.81      X  -92.9      X  13.12      X      X      X      X      X      X
2021-10-31 07:16:42.82  41.819  -111.623  10.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-01 00:07:44.06  39.524  -111.999  12.0  eq      X   0.30   0.33  -88.8  -90.7  14.76  14.26      X      X  -0.14  -0.01      X  -0.11
2021-11-01 04:17:45.02  40.742  -112.048   7.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-01 14:43:33.25  39.427  -110.307  -1.5 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-01 14:52:12.67  39.424  -110.301  -2.0 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-01 17:57:17.80  39.423  -110.304  -1.7 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-01 20:25:24.83  39.426  -110.305  -1.9 mis  -0.52      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-02 00:36:07.76  38.477  -112.847  -0.1 gis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-02 01:00:04.38  39.428  -110.313  -1.2 mis      X   0.69   0.32  -92.5 -112.0  12.62  12.62      X      X      X      X      X      X
2021-11-02 01:06:44.81  39.428  -110.319  -1.1 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-02 02:50:36.49  39.424  -110.305  -1.5 mis      X      X      X      X -139.0      X  12.71      X      X      X      X      X   0.62
2021-11-02 03:45:17.58  39.424  -110.309  -1.5 mis      X      X   0.17      X -133.8      X  12.55      X      X      X      X      X   0.67
2021-11-02 04:27:14.21  39.426  -110.314  -1.2 mis      X      X   0.46      X -152.4      X  12.15      X      X      X      X      X   0.50
2021-11-02 11:14:31.31  39.875  -111.856   5.2  eq   0.29   0.94   0.77  -89.4 -110.8  14.88  14.46   0.31   0.10   0.11   0.14   0.22  -0.01
2021-11-02 15:11:59.73  39.429  -110.312  -1.8 mis      X      X  -0.23      X -108.1      X  12.78      X      X      X      X      X      X
2021-11-02 17:35:13.02  39.424  -110.311  -1.4 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-02 17:50:58.70  39.427  -110.305  -2.1 mis  -0.42  -0.32  -0.09  -77.2 -108.3  14.56  13.04      X   0.21      X      X      X      X
2021-11-02 17:58:15.24  39.425  -110.307  -1.7 mis      X      X   0.37      X -121.4      X  12.32      X      X      X      X      X      X
2021-11-02 18:39:38.67  39.425  -110.311  -1.4 mis      X   0.34   0.10 -114.7 -124.2  12.76  12.90      X      X      X      X      X      X
2021-11-02 23:28:23.39  41.853  -111.683   8.1  eq      X      X   0.68      X -101.5      X  14.35      X      X      X      X      X   0.18
2021-11-02 23:38:05.94  41.856  -111.683   8.0  eq  -0.27      X   0.46      X -107.7      X  13.79      X      X      X      X      X   0.11
2021-11-03 00:23:35.61  41.849  -111.689   8.4  eq      X      X   1.09      X  -99.8      X  13.62      X      X      X      X      X      X
2021-11-03 01:27:10.04  39.426  -110.307  -1.7 mis      X   1.17   0.20  -83.3 -108.9  12.21  12.22      X      X      X      X      X   0.39
2021-11-03 14:54:54.78  40.728  -112.062   8.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-03 16:40:39.68  39.420  -110.307  -1.6 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-03 17:33:17.44  39.428  -110.315  -1.2 mis      X      X   0.59      X -127.0      X  12.42      X      X      X      X      X      X
2021-11-03 18:24:08.11  39.422  -110.297  -2.8 mis      X   0.00   0.25  -85.6  -81.8  14.31  12.66      X      X      X      X      X      X
2021-11-03 19:28:09.11  39.425  -110.309  -1.5 mis      X      X   0.11      X -111.6      X  12.89      X      X      X      X      X      X
2021-11-03 19:44:27.69  39.424  -110.311  -1.3 mis      X      X   0.23      X -139.5      X  12.57      X      X      X      X      X      X
2021-11-03 23:25:04.30  39.425  -110.314  -1.4 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-03 23:49:14.16  39.426  -110.300  -2.1 mis      X      X   0.02      X -146.0      X  12.25      X      X      X      X      X   0.52
2021-11-04 03:02:55.62  39.426  -110.313  -1.3 mis      X      X   0.44      X -103.7      X  12.70      X      X      X      X      X   0.57
2021-11-04 03:16:06.23  39.425  -110.309  -1.5 mis  -0.27   0.30   0.23 -104.5 -140.3  13.56  12.45      X      X      X      X      X   0.45
2021-11-04 03:39:43.83  39.426  -110.308  -1.5 mis  -0.48      X   0.11      X  -92.7      X  12.64      X      X      X      X      X   0.43
2021-11-04 04:49:03.10  39.428  -110.313  -1.2 mis      X      X   0.25      X -146.4      X  12.33      X      X      X      X      X      X
2021-11-04 12:05:35.72  39.424  -110.298  -2.2 mis      X  -0.25  -0.01 -104.6 -133.3  14.17  12.77      X      X      X      X      X   0.22
2021-11-04 15:39:10.16  39.422  -110.299  -2.1 mis      X      X   0.40      X -118.9      X  12.16      X      X      X      X      X      X
2021-11-04 19:00:04.20  39.430  -110.323  -1.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-04 23:57:33.46  39.428  -110.314  -1.3 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-05 00:41:19.68  39.424  -110.308  -1.5 mis      X      X   0.19      X -120.3      X  12.78      X      X      X      X      X      X
2021-11-05 02:38:18.39  39.428  -110.305  -1.5 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-05 02:59:01.65  39.421  -110.300  -2.1 mis      X      X   0.07      X -122.3      X  12.39      X      X      X      X      X      X
2021-11-05 03:09:08.89  39.423  -110.307  -1.6 mis  -0.05      X   0.48      X -113.0      X  13.14      X      X      X      X      X      X
2021-11-05 06:15:36.38  39.422  -110.299  -2.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-05 07:17:39.91  39.428  -110.311  -1.5 mis      X      X   0.45      X -137.4      X  12.12      X      X      X      X      X   0.29
2021-11-05 09:53:25.25  40.753  -112.069   6.2  eq   0.05   0.62   0.56 -119.0 -159.1  16.19  15.11  -0.17  -0.02  -0.05   0.03  -0.14  -0.11
2021-11-05 23:57:10.30  38.169  -112.624   8.7  eq   0.26   0.47   0.39 -138.0 -145.8  16.76  15.50  -0.13  -0.13  -0.07  -0.06  -0.21  -0.09
2021-11-06 14:49:41.02  40.720  -112.092   9.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-06 14:54:02.82  40.721  -112.088  11.2  eq   0.00   0.72   0.61 -122.5 -121.8  14.99  15.12   0.02   0.07   0.09   0.10  -0.10   0.04
2021-11-06 14:59:05.88  40.711  -112.094  13.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-06 15:15:46.53  40.723  -111.759   5.2  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-06 15:26:19.23  40.722  -111.767   4.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-06 19:43:05.55  40.714  -112.092  12.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-08 15:34:04.23  39.424  -110.305  -2.0 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-08 17:32:44.72  39.425  -110.301  -2.3 mis      X      X   0.31      X -102.7      X  11.88      X      X      X      X      X      X
2021-11-08 20:02:55.43  39.429  -110.330  -1.3 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-09 01:02:18.36  39.425  -110.316  -1.3 mis      X      X   0.39      X -136.2      X  12.40      X      X      X      X      X      X
2021-11-09 02:32:48.44  40.650  -112.242   3.4  eq   0.09   0.60   0.55 -111.7 -122.6  15.87  14.74  -0.17  -0.03  -0.01   0.04  -0.13  -0.01
2021-11-09 02:53:15.04  40.653  -112.246   0.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-09 05:17:19.91  39.426  -110.300  -2.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-09 16:02:37.96  39.426  -110.306  -1.8 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-09 17:55:44.29  39.422  -110.307  -1.8 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-09 20:39:02.32  39.431  -110.331  -1.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-09 22:27:16.32  39.426  -110.305  -1.5 mis  -0.52      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-09 23:31:14.48  39.426  -110.297  -2.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-10 01:30:56.95  39.424  -110.314  -1.3 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-10 08:34:22.12  39.424  -110.312  -1.4 mis  -0.56   0.01   0.32  -63.3 -139.3  14.00  12.30      X      X      X      X      X   0.19
2021-11-10 11:49:30.29  40.768  -111.992   6.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-11 16:05:04.49  39.424  -110.317  -1.3 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-11 16:24:12.55  39.424  -110.314  -1.3 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-11 19:26:17.01  39.425  -110.307  -1.8 mis  -0.27  -0.03   0.01  -86.8 -110.2  15.14  13.27   0.03      X      X      X      X      X
2021-11-11 20:11:25.57  39.426  -110.309  -1.4 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-11 20:53:21.61  39.426  -110.299  -2.1 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-11 21:16:40.34  38.308  -112.587   5.7  eq  -0.01      X   0.67      X -131.6      X  14.36      X      X      X      X      X  -0.28
2021-11-12 00:19:02.94  39.429  -110.306  -1.5 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-12 01:21:31.83  39.428  -110.311  -1.3 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-12 01:28:13.57  39.423  -110.311  -1.6 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-12 01:34:56.49  39.428  -110.313  -1.5 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-12 02:32:14.53  39.427  -110.310  -1.6 mis      X   0.13   0.52 -121.5  -92.7  13.45  12.72      X      X      X      X      X      X
2021-11-14 05:08:18.08  37.959  -112.937  13.5  eq   0.34      X   0.61      X -121.3      X  14.54      X      X      X      X      X  -0.17
2021-11-15 19:16:33.85  39.420  -110.301  -2.1 mis      X   1.01      X  -83.7      X  12.28      X      X      X      X      X      X      X
2021-11-15 22:57:23.27  39.422  -110.298  -3.0 mis  -0.33      X  -0.09      X  -92.1      X  12.71      X      X      X      X      X      X
2021-11-16 05:31:20.20  39.425  -110.306  -1.8 mis      X      X   0.13      X -119.3      X  12.57      X      X      X      X      X   0.61
2021-11-16 06:27:54.45  39.430  -110.310  -1.6 mis      X  -0.05   0.16  -79.2 -140.8  14.42  12.53      X   0.24   0.02      X      X   0.45
2021-11-16 10:54:03.49  37.508  -113.828   5.2  eq      X      X   0.81      X -102.6      X  13.79      X      X      X      X      X   0.03
2021-11-16 15:22:08.03  39.424  -110.298  -3.3 mis      X      X   0.02      X -114.6      X  12.65      X      X      X      X      X      X
2021-11-16 16:30:11.63  39.426  -110.310  -1.7 mis      X      X  -0.13      X -142.7      X  12.57      X      X      X      X      X   0.46
2021-11-16 18:03:01.53  39.429  -110.325  -1.1 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-16 19:16:23.79  39.433  -110.334  -1.6 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-16 20:19:22.84  39.426  -110.302  -1.9 mis  -0.39   0.01   0.11 -112.8  -91.8  12.84  12.82  -0.10   0.18      X      X      X      X
2021-11-17 00:20:42.65  39.429  -110.320  -1.2 mis      X      X   0.46      X -142.1      X  12.43      X      X      X      X      X      X
2021-11-17 02:51:31.54  39.429  -110.319  -1.1 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-17 04:08:27.41  39.426  -110.314  -1.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-17 04:30:26.96  39.421  -110.305  -1.8 mis      X   0.23   0.22 -102.8 -129.7  12.88  12.56      X      X      X      X      X   0.56
2021-11-17 06:48:51.14  38.492  -112.839  -0.1 gis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-17 07:40:20.79  39.435  -110.327  -1.9 mis      X      X   0.09      X -101.9      X  12.16      X      X      X      X      X   0.28
2021-11-17 19:07:54.65  39.424  -110.312  -1.4 mis      X      X   0.14      X -133.9      X  12.94      X      X      X      X      X      X
2021-11-17 21:11:11.21  39.425  -110.305  -1.6 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-17 21:14:29.30  39.427  -110.309  -1.6 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-18 00:30:02.09  39.423  -110.305  -1.8 mis      X  -0.02   0.08  -79.8  -90.7  14.64  12.75      X   0.22   0.11      X      X      X
2021-11-18 00:49:57.37  39.423  -110.306  -1.7 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-18 02:45:13.20  39.428  -110.319  -1.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-18 09:52:12.28  37.478  -113.781   8.1  eq   0.04   0.67   0.46 -105.7 -135.6  15.63  14.45      X   0.06   0.11  -0.03      X  -0.33
2021-11-18 18:16:31.23  39.425  -110.308  -1.8 mis  -0.58      X  -0.03      X -101.7      X  12.60      X      X      X      X      X      X
2021-11-18 19:11:01.11  39.430  -110.318  -1.4 mis      X   0.05      X  -89.5      X  12.61      X      X      X      X      X      X      X
2021-11-18 20:20:57.86  39.423  -110.304  -2.7 mis      X      X  -0.17      X  -86.1      X  13.10      X      X      X      X      X      X
2021-11-19 15:11:56.34  37.270  -113.290  16.7  eq      X      X   0.44      X -113.8      X  14.06      X      X      X      X      X      X
2021-11-20 05:09:03.43  41.795  -112.389  14.2  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-23 00:03:27.50  39.429  -110.315  -1.2 mis      X      X   0.09      X -154.5      X  12.74      X      X      X      X      X      X
2021-11-23 01:17:54.79  39.426  -110.305  -1.8 mis      X      X   0.08      X -135.0      X  12.22      X      X      X      X      X      X
2021-11-23 02:05:32.13  39.425  -110.312  -1.4 mis      X   0.08   0.04  -97.3 -134.7  12.95  12.81      X      X      X      X      X      X
2021-11-23 02:09:58.53  39.429  -110.311  -1.6 mis  -0.55  -0.01   0.01  -94.4 -138.0  13.08  12.40   0.07   0.23   0.10   0.20   0.20   0.40
2021-11-23 04:28:24.18  39.425  -110.306  -1.9 mis      X      X  -0.05      X -126.1      X  12.71      X      X      X      X      X      X
2021-11-23 15:14:26.14  39.426  -110.314  -1.2 mis      X      X   0.28      X -116.8      X  12.17      X      X      X      X      X      X
2021-11-23 16:22:40.00  39.430  -110.322  -1.3 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-23 17:30:05.83  39.424  -110.303  -2.2 mis      X      X   0.21      X -127.4      X  11.99      X      X      X      X      X      X
2021-11-23 19:35:01.97  39.425  -110.299  -2.8 mis  -0.47  -0.35  -0.39 -112.7 -111.3  13.06  13.09   0.08      X      X      X      X      X
2021-11-23 19:46:16.84  39.425  -110.300  -2.5 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-23 20:58:41.63  39.425  -110.311  -1.4 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
